# qr I
-5.271178094407882181e-02 2.647727272727272663e+01
-5.248459079068404365e-02 2.689772727272727337e+01
-5.225740044403379830e-02 2.835227272727272663e+01
-5.203020990501463355e-02 2.794318181818181657e+01
-5.180301917451375637e-02 2.846590909090908994e+01
-5.157582825341917171e-02 2.981818181818181657e+01
-5.134863714261945350e-02 2.831818181818181657e+01
-5.112144584300391120e-02 3.037500000000000000e+01
-5.089425435546268001e-02 3.027272727272727337e+01
-5.066706268088654735e-02 3.062500000000000000e+01
-5.043987082016702928e-02 3.121590909090908994e+01
-5.021267877419652303e-02 3.027272727272727337e+01
-4.998548654386813367e-02 3.134090909090908994e+01
-4.975829413007577806e-02 3.236363636363636687e+01
-4.953110153371438618e-02 3.229545454545454675e+01
-4.930390875567945003e-02 3.294318181818182012e+01
-4.907671579686758573e-02 3.437500000000000000e+01
-4.884952265817608247e-02 3.356818181818182012e+01
-4.862232934050334660e-02 3.343181818181817988e+01
-4.839513584474861713e-02 3.362500000000000000e+01
-4.816794217181204207e-02 3.545454545454545325e+01
-4.794074832259482416e-02 3.530681818181817988e+01
-4.771355429799914449e-02 3.580681818181817988e+01
-4.748636009892821114e-02 3.567045454545454675e+01
-4.725916572628627993e-02 3.588636363636363313e+01
-4.703197118097866142e-02 3.703409090909090651e+01
-4.680477646391174862e-02 3.730681818181817988e+01
-4.657758157599316967e-02 3.747727272727272663e+01
-4.635038651813159355e-02 3.837500000000000000e+01
-4.612319129123693823e-02 3.925000000000000000e+01
-4.589599589622025966e-02 3.922727272727272663e+01
-4.566880033399389749e-02 4.006818181818182012e+01
-4.544160460547155833e-02 3.988636363636363313e+01
-4.521440871156805902e-02 4.069318181818182012e+01
-4.498721265319971518e-02 4.170454545454545325e+01
-4.476001643128412616e-02 4.230681818181817988e+01
-4.453282004674034150e-02 4.311363636363636687e+01
-4.430562350048885406e-02 4.321590909090909349e+01
-4.407842679345163467e-02 4.390909090909090651e+01
-4.385122992655211133e-02 4.328409090909090651e+01
-4.362403290071537737e-02 4.606818181818182012e+01
-4.339683571686800412e-02 4.437500000000000000e+01
-4.316963837593831843e-02 4.612500000000000000e+01
-4.294244087885621536e-02 4.692045454545454675e+01
-4.271524322655341488e-02 4.664772727272727337e+01
-4.248804541996337863e-02 4.713636363636363313e+01
-4.226084746002132381e-02 4.848863636363636687e+01
-4.203364934766445904e-02 4.879545454545454675e+01
-4.180645108383181097e-02 5.095454545454545325e+01
-4.157925266946443932e-02 4.946590909090909349e+01
-4.135205410550542998e-02 5.103409090909090651e+01
-4.112485539289988806e-02 5.197727272727272663e+01
-4.089765653259513911e-02 5.152272727272727337e+01
-4.067045752554063892e-02 5.305681818181817988e+01
-4.044325837268816781e-02 5.427272727272727337e+01
-4.021605907499178900e-02 5.468181818181817988e+01
-3.998885963340800820e-02 5.519318181818182012e+01
-3.976166004889573197e-02 5.577272727272727337e+01
-3.953446032241642732e-02 5.656818181818182012e+01
-3.930726045493416337e-02 5.937500000000000000e+01
-3.908006044741568069e-02 5.972727272727272663e+01
-3.885286030083048153e-02 6.052272727272727337e+01
-3.862566001615095473e-02 5.879545454545454675e+01
-3.839845959435227857e-02 6.114772727272727337e+01
-3.817125903641280238e-02 6.278409090909090651e+01
-3.794405834331388699e-02 6.170454545454545325e+01
-3.771685751604009207e-02 6.390909090909090651e+01
-3.748965655557925936e-02 6.497727272727273373e+01
-3.726245546292267924e-02 6.587500000000000000e+01
-3.703525423906504910e-02 6.647727272727273373e+01
-3.680805288500473005e-02 6.689772727272726627e+01
-3.658085140174377470e-02 6.748863636363635976e+01
-3.635364979028807286e-02 6.757954545454545325e+01
-3.612644805164745565e-02 6.971590909090909349e+01
-3.589924618683584812e-02 7.184090909090909349e+01
-3.567204419687131089e-02 7.292045454545454675e+01
-3.544484208277631082e-02 7.230681818181818699e+01
-3.521763984557783889e-02 7.605681818181818699e+01
-3.499043748630737555e-02 7.543181818181818699e+01
-3.476323500600126543e-02 7.593181818181818699e+01
-3.453603240570076588e-02 7.720454545454545325e+01
-3.430882968645221354e-02 7.950000000000000000e+01
-3.408162684930725328e-02 8.025000000000000000e+01
-3.385442389532293539e-02 8.029545454545454675e+01
-3.362722082556191677e-02 8.167045454545454675e+01
-3.340001764109268995e-02 8.339772727272726627e+01
-3.317281434298981896e-02 8.515909090909090651e+01
