# qr I
-5.271178094407882181e-02 2.604545454545454675e+01
-5.248459079068404365e-02 2.728409090909091006e+01
-5.225740044403379830e-02 2.706818181818181657e+01
-5.203020990501463355e-02 2.773863636363636331e+01
-5.180301917451375637e-02 2.837500000000000000e+01
-5.157582825341917171e-02 2.870454545454545325e+01
-5.134863714261945350e-02 2.843181818181818343e+01
-5.112144584300391120e-02 2.976136363636363669e+01
-5.089425435546268001e-02 3.107954545454545325e+01
-5.066706268088654735e-02 2.937500000000000000e+01
-5.043987082016702928e-02 3.126136363636363669e+01
-5.021267877419652303e-02 2.939772727272727337e+01
-4.998548654386813367e-02 3.202272727272727337e+01
-4.975829413007577806e-02 3.175000000000000000e+01
-4.953110153371438618e-02 3.246590909090909349e+01
-4.930390875567945003e-02 3.148863636363636331e+01
-4.907671579686758573e-02 3.147727272727272663e+01
-4.884952265817608247e-02 3.269318181818182012e+01
-4.862232934050334660e-02 3.330681818181817988e+01
-4.839513584474861713e-02 3.373863636363636687e+01
-4.816794217181204207e-02 3.339772727272727337e+01
-4.794074832259482416e-02 3.443181818181817988e+01
-4.771355429799914449e-02 3.550000000000000000e+01
-4.748636009892821114e-02 3.500000000000000000e+01
-4.725916572628627993e-02 3.584090909090909349e+01
-4.703197118097866142e-02 3.587500000000000000e+01
-4.680477646391174862e-02 3.651136363636363313e+01
-4.657758157599316967e-02 3.734090909090909349e+01
-4.635038651813159355e-02 3.881818181818182012e+01
-4.612319129123693823e-02 3.797727272727272663e+01
-4.589599589622025966e-02 3.930681818181817988e+01
-4.566880033399389749e-02 3.914772727272727337e+01
-4.544160460547155833e-02 3.969318181818182012e+01
-4.521440871156805902e-02 4.026136363636363313e+01
-4.498721265319971518e-02 4.095454545454545325e+01
-4.476001643128412616e-02 4.026136363636363313e+01
-4.453282004674034150e-02 4.109090909090909349e+01
-4.430562350048885406e-02 4.211363636363636687e+01
-4.407842679345163467e-02 4.339772727272727337e+01
-4.385122992655211133e-02 4.436363636363636687e+01
-4.362403290071537737e-02 4.494318181818182012e+01
-4.339683571686800412e-02 4.454545454545454675e+01
-4.316963837593831843e-02 4.454545454545454675e+01
-4.294244087885621536e-02 4.436363636363636687e+01
-4.271524322655341488e-02 4.582954545454545325e+01
-4.248804541996337863e-02 4.734090909090909349e+01
-4.226084746002132381e-02 4.602272727272727337e+01
-4.203364934766445904e-02 4.906818181818182012e+01
-4.180645108383181097e-02 4.979545454545454675e+01
-4.157925266946443932e-02 4.885227272727272663e+01
-4.135205410550542998e-02 5.121590909090909349e+01
-4.112485539289988806e-02 5.156818181818182012e+01
-4.089765653259513911e-02 5.212500000000000000e+01
-4.067045752554063892e-02 5.162500000000000000e+01
-4.044325837268816781e-02 5.322727272727272663e+01
-4.021605907499178900e-02 5.280681818181817988e+01
-3.998885963340800820e-02 5.501136363636363313e+01
-3.976166004889573197e-02 5.492045454545454675e+01
-3.953446032241642732e-02 5.437500000000000000e+01
-3.930726045493416337e-02 5.764772727272727337e+01
-3.908006044741568069e-02 5.742045454545454675e+01
-3.885286030083048153e-02 5.723863636363636687e+01
-3.862566001615095473e-02 5.865909090909090651e+01
-3.839845959435227857e-02 6.118181818181817988e+01
-3.817125903641280238e-02 6.045454545454545325e+01
-3.794405834331388699e-02 6.167045454545454675e+01
-3.771685751604009207e-02 6.369318181818182012e+01
-3.748965655557925936e-02 6.406818181818181301e+01
-3.726245546292267924e-02 6.429545454545454675e+01
-3.703525423906504910e-02 6.488636363636364024e+01
-3.680805288500473005e-02 6.540909090909090651e+01
-3.658085140174377470e-02 6.693181818181818699e+01
-3.635364979028807286e-02 6.684090909090909349e+01
-3.612644805164745565e-02 6.952272727272726627e+01
-3.589924618683584812e-02 6.818181818181818699e+01
-3.567204419687131089e-02 7.197727272727273373e+01
-3.544484208277631082e-02 7.070454545454545325e+01
-3.521763984557783889e-02 7.435227272727273373e+01
-3.499043748630737555e-02 7.670454545454545325e+01
-3.476323500600126543e-02 7.421590909090909349e+01
