# qr I
-5.271178094407882181e-02 2.310227272727272663e+01
-5.248459079068404365e-02 2.505681818181818343e+01
-5.225740044403379830e-02 2.463636363636363669e+01
-5.203020990501463355e-02 2.593181818181818343e+01
-5.180301917451375637e-02 2.594318181818181657e+01
-5.157582825341917171e-02 2.646590909090908994e+01
-5.134863714261945350e-02 2.642045454545454675e+01
-5.112144584300391120e-02 2.738636363636363669e+01
-5.089425435546268001e-02 2.745454545454545325e+01
-5.066706268088654735e-02 2.650000000000000000e+01
-5.043987082016702928e-02 2.775000000000000000e+01
-5.021267877419652303e-02 2.761363636363636331e+01
-4.998548654386813367e-02 2.864772727272727337e+01
-4.975829413007577806e-02 2.868181818181818343e+01
-4.953110153371438618e-02 2.920454545454545325e+01
-4.930390875567945003e-02 2.977272727272727337e+01
-4.907671579686758573e-02 2.903409090909091006e+01
-4.884952265817608247e-02 3.020454545454545325e+01
-4.862232934050334660e-02 3.088636363636363669e+01
-4.839513584474861713e-02 2.992045454545454675e+01
-4.816794217181204207e-02 3.154545454545454675e+01
-4.794074832259482416e-02 3.119318181818181657e+01
-4.771355429799914449e-02 3.229545454545454675e+01
-4.748636009892821114e-02 3.196590909090908994e+01
-4.725916572628627993e-02 3.320454545454545325e+01
-4.703197118097866142e-02 3.356818181818182012e+01
-4.680477646391174862e-02 3.340909090909090651e+01
-4.657758157599316967e-02 3.426136363636363313e+01
-4.635038651813159355e-02 3.490909090909090651e+01
-4.612319129123693823e-02 3.615909090909090651e+01
-4.589599589622025966e-02 3.545454545454545325e+01
-4.566880033399389749e-02 3.472727272727272663e+01
-4.544160460547155833e-02 3.684090909090909349e+01
-4.521440871156805902e-02 3.507954545454545325e+01
-4.498721265319971518e-02 3.815909090909090651e+01
-4.476001643128412616e-02 3.698863636363636687e+01
-4.453282004674034150e-02 3.850000000000000000e+01
-4.430562350048885406e-02 3.763636363636363313e+01
-4.407842679345163467e-02 3.945454545454545325e+01
-4.385122992655211133e-02 4.090909090909090651e+01
