# angle I
-5.345013494957747469e+00 1.624333333333333258e+03
-5.045018388767892326e+00 2.455312500000000000e+03
-4.689203949978235642e+00 2.313187500000000000e+03
-4.333026410032358555e+00 2.174937500000000000e+03
-3.976512850060811122e+00 2.271437500000000000e+03
-3.619690506843096234e+00 2.296125000000000000e+03
-3.262586760556078769e+00 2.308625000000000000e+03
-2.904206446615597237e+00 2.250235294117646845e+03
-2.536625107857171102e+00 2.323111111111111313e+03
-2.169762540650015836e+00 2.268117647058823422e+03
-1.820546743112691601e+00 2.363437500000000000e+03
-1.464675008922181831e+00 2.356125000000000000e+03
-1.108690583851543510e+00 2.384500000000000000e+03
-7.526209769764011792e-01 2.354812500000000000e+03
-1.762194385507231675e-01 2.575166666666666515e+03
3.964937367391271339e-01 2.349312500000000000e+03
7.526209769764011792e-01 2.327000000000000000e+03
1.108690583851543510e+00 2.291937500000000000e+03
1.464675008922181831e+00 2.283062500000000000e+03
1.820546743112691601e+00 2.269562500000000000e+03
2.169762540650015836e+00 2.174411764705882433e+03
2.536625107857171102e+00 2.262444444444444343e+03
2.904206446615597237e+00 2.144823529411764866e+03
3.262586760556078769e+00 2.210687500000000000e+03
3.619690506843096234e+00 2.286437500000000000e+03
3.976512850060811122e+00 2.229000000000000000e+03
4.333026410032358555e+00 2.129125000000000000e+03
4.689203949978235642e+00 2.181875000000000000e+03
5.045018388767892326e+00 2.131875000000000000e+03
5.400442812991911090e+00 2.144250000000000000e+03
5.755450488841650447e+00 2.117312500000000000e+03
6.121346079378987781e+00 1.996058823529411711e+03
6.496668123211583712e+00 2.022058823529411711e+03
6.859015260005412173e+00 2.050937500000000000e+03
7.225286504036425583e+00 1.956352941176470495e+03
7.590197231644101095e+00 2.052875000000000000e+03
7.944261363996122149e+00 2.001812500000000000e+03
8.317826571389893786e+00 2.128333333333333485e+03
8.694031650506699904e+00 2.016875000000000000e+03
9.055537378374085122e+00 1.983411764705882433e+03
9.421497369287795465e+00 2.125066666666666606e+03
9.763407514716192281e+00 1.920375000000000000e+03
1.012575574675722834e+01 1.990352941176470495e+03
1.048819627135121557e+01 1.937375000000000000e+03
1.082670619925649369e+01 2.082266666666666879e+03
1.117815282102464103e+01 1.951294117647058783e+03
1.155253435339616530e+01 1.971000000000000000e+03
1.191343590158883536e+01 1.890375000000000000e+03
1.226267284651528833e+01 1.903062500000000000e+03
1.262280932778145370e+01 1.898058823529411711e+03
1.297953919419553870e+01 1.869375000000000000e+03
1.335482213221673931e+01 1.817411764705882433e+03
1.372408791116629168e+01 2.010705882352941217e+03
1.409901987699426762e+01 1.851944444444444343e+03
1.446083602812778324e+01 1.957000000000000000e+03
1.481730709028705206e+01 1.883625000000000000e+03
1.517173449838404942e+01 1.921470588235294144e+03
1.551811551146366774e+01 1.918666666666666742e+03
1.589641250683601470e+01 1.728444444444444343e+03
1.627339110809699463e+01 1.848066666666666606e+03
1.662011968575146881e+01 1.834000000000000000e+03
1.697835480865197155e+01 1.795187500000000000e+03
1.734199584128202787e+01 1.900875000000000000e+03
1.770553895594225224e+01 1.975529411764705856e+03
1.807130326400313081e+01 1.818411764705882433e+03
1.843465442894936857e+01 1.817799999999999955e+03
1.878096222119318170e+01 1.771375000000000000e+03
1.913659987323090306e+01 1.797294117647058783e+03
1.950514123753502460e+01 1.864750000000000000e+03
1.986330730459379268e+01 1.870750000000000000e+03
2.022073492801051842e+01 1.704176470588235361e+03
2.058710680632741230e+01 1.819000000000000000e+03
2.094314887247101353e+01 1.870812500000000000e+03
2.130438054981574680e+01 1.674411764705882433e+03
2.167905111950058483e+01 1.760000000000000000e+03
2.204560599318464398e+01 1.628312500000000000e+03
2.239682653882750429e+01 1.817750000000000000e+03
2.275363822822428617e+01 1.840125000000000000e+03
2.312793991557033380e+01 1.670555555555555657e+03
2.349935112218316746e+01 1.891437500000000000e+03
2.385416066626844156e+01 1.765562500000000000e+03
2.420834365316106940e+01 1.670687500000000000e+03
2.455857028755591998e+01 2.016312500000000000e+03
2.493091152744412042e+01 1.725823529411764639e+03
2.527483223733344175e+01 1.661933333333333394e+03
2.563425652252228559e+01 1.639625000000000000e+03
2.601672385617668581e+01 1.796599999999999909e+03
2.640577305237117756e+01 1.770214285714285779e+03
2.671930330674172893e+01 1.693466666666666697e+03
2.707089648078908084e+01 1.734125000000000000e+03
2.745202761316002693e+01 1.860421052631578959e+03
2.782921475418621426e+01 1.745066666666666606e+03
2.818807885309087169e+01 1.634058823529411711e+03
2.854806482795782330e+01 1.918125000000000000e+03
2.889549902919376478e+01 1.813200000000000045e+03
2.924727850905018656e+01 1.639647058823529505e+03
