# qr I
-6.014514307217141281e-02 4.746835443037975111e+00
-5.989351213680672859e-02 5.151898734177215111e+00
-5.964188092919286976e-02 5.708860759493671111e+00
-5.939024945051259163e-02 5.303797468354430222e+00
-5.913861770194916295e-02 5.949367088607594667e+00
-5.888698568468647004e-02 5.658227848101265778e+00
-5.863535339990879475e-02 5.835443037974683556e+00
-5.838372084880103646e-02 5.645569620253164445e+00
-5.813208803254867746e-02 5.987341772151898667e+00
-5.788045495233770654e-02 5.341772151898734222e+00
-5.762882160935471620e-02 5.506329113924050667e+00
-5.737718800478692344e-02 5.240506329113924444e+00
-5.712555413982212116e-02 5.430379746835442667e+00
-5.687392001564869209e-02 6.253164556962024889e+00
-5.662228563345568511e-02 6.000000000000000000e+00
-5.637065099443282212e-02 5.481012658227848000e+00
-5.611901609977051897e-02 5.734177215189873777e+00
-5.586738095065969800e-02 5.987341772151898667e+00
-5.561574554829210731e-02 5.468354430379746667e+00
-5.536410989386023745e-02 5.924050632911392000e+00
-5.511247398855716184e-02 6.341772151898734222e+00
-5.486083783357682819e-02 6.101265822784809778e+00
-5.460920143011385730e-02 6.544303797468354666e+00
-5.435756477936366793e-02 6.063291139240506666e+00
-5.410592788252246987e-02 6.189873417721519111e+00
-5.385429074078736111e-02 6.000000000000000000e+00
-5.360265335535607800e-02 7.354430379746835555e+00
-5.335101572742732834e-02 6.012658227848101333e+00
-5.309937785820074974e-02 6.189873417721519111e+00
-5.284773974887670145e-02 5.987341772151898667e+00
-5.259610140065659745e-02 6.784810126582278222e+00
-5.234446281474273988e-02 6.822784810126582222e+00
-5.209282399233833294e-02 6.822784810126582222e+00
-5.184118493464755228e-02 6.810126582278480889e+00
-5.158954564287566991e-02 6.683544303797468444e+00
-5.133790611822894312e-02 6.506329113924050667e+00
-5.108626636191461456e-02 6.645569620253164445e+00
-5.083462637514105792e-02 6.594936708860759111e+00
-5.058298615911775015e-02 6.759493670886075556e+00
-5.033134571505524374e-02 7.873417721518987555e+00
-5.007970504416531937e-02 7.468354430379746667e+00
-4.982806414766091652e-02 7.240506329113924444e+00
-4.957642302675614732e-02 7.835443037974683556e+00
-4.932478168266640761e-02 8.101265822784810666e+00
-4.907314011660837000e-02 8.303797468354430222e+00
-4.882149832980003934e-02 7.734177215189873777e+00
-4.856985632346071807e-02 7.607594936708860445e+00
-4.831821409881111029e-02 7.531645569620253333e+00
-4.806657165707331480e-02 7.658227848101265778e+00
-4.781492899947094311e-02 7.759493670886075556e+00
-4.756328612722903609e-02 8.126582278481013333e+00
-4.731164304157417511e-02 7.924050632911392000e+00
-4.705999974373451661e-02 8.341772151898734222e+00
-4.680835623493984771e-02 8.721518987341772444e+00
-4.655671251642157227e-02 8.430379746835443555e+00
-4.630506858941286358e-02 8.316455696202531556e+00
-4.605342445514856026e-02 8.974683544303797333e+00
-4.580178011486533973e-02 8.620253164556961778e+00
-4.555013556980171824e-02 9.379746835443038222e+00
-4.529849082119812020e-02 8.848101265822784001e+00
-4.504684587029687132e-02 8.683544303797468444e+00
-4.479520071834235811e-02 8.734177215189873777e+00
-4.454355536658097942e-02 9.582278481012657778e+00
-4.429190981626131285e-02 1.007594936708860800e+01
-4.404026406863398302e-02 9.721518987341772444e+00
-4.378861812495202926e-02 1.001265822784810133e+01
-4.353697198647067668e-02 9.822784810126583110e+00
-4.328532565444753039e-02 1.046835443037974755e+01
-4.303367913014269353e-02 9.860759493670885334e+00
-4.278203241481871866e-02 1.127848101265822756e+01
-4.253038550974078819e-02 1.088607594936708800e+01
-4.227873841617675599e-02 1.093670886075949333e+01
-4.202709113539712660e-02 1.082278481012658311e+01
